"group","name","rating","n_rater","n_reviewer","summary","process","ingredient"
"desserts.cakes.pound-cake","Ricotta Pound Cake with Lemon and Blueberries",1,1,1,"This gluten-free lemony ricotta pound cake made with almond flour and a sugar substitute is sure to delight with fresh blueberries in every bite. Top with fresh blueberries, a dusting of sweetener, or make your own glaze.","prep: 20 mins,cook: 50 mins,additional: 15 mins,total: 1 hr 25 mins,Servings: 12,Yield: 12 servings","1 cup granulated erythritol sweetener (such as Swerve®) + ½ cup unsalted butter, room temperature + 4 large eggs, divided + 1<U+2009>¼ cups whole milk ricotta cheese + 1 tablespoon lemon zest + 1 teaspoon pure vanilla extract + 2<U+2009>½ cups blanched almond flour + 2 teaspoons baking powder + <U+2153> cup fresh blueberries"
"desserts.cakes.pound-cake","Sweet Potato Pound Cake",4.5,328,288,"A light-tasting, fine-textured cake. Excellent for the holiday season.","prep: 20 mins,cook: 1 hr 20 mins,additional: 20 mins,total: 2 hrs,Servings: 14,Yield: 1 10-inch tube cake","1 cup butter, softened + 2 cups white sugar + 2 cups cooked and mashed sweet potatoes + 1 teaspoon vanilla extract + 4 eggs + 3 cups all-purpose flour + 2 teaspoons baking powder + 1 teaspoon ground cinnamon + ½ teaspoon baking soda + ½ teaspoon ground nutmeg + ¼ teaspoon salt + 1 cup sifted confectioners' sugar + 5 teaspoons orange juice + 2 tablespoons grated orange zest"
"desserts.cakes.pound-cake","Chocolate Pound Cake III",0,0,326,"A dense chocolate cake made in a Bundt pan. Dust with confectioners' sugar for a nice presentation.","prep: 30 mins,cook: 1 hr,total: 1 hr 30 mins,Servings: 16,Yield: 1 - 10 inch Bundt pan","1<U+2009>½ cups butter, softened + 3 cups white sugar + 5 eggs + 2 teaspoons vanilla extract + 2 teaspoons instant coffee granules dissolved in 1/4 cup hot water + 1 cup buttermilk + 2 cups all-purpose flour + ¾ cup unsweetened cocoa powder + ½ teaspoon baking powder + 1 teaspoon salt"
"desserts.cakes.pound-cake","Pineapple Pound Cake",0,0,33,"A pound cake made with pineapple and glazed with pineapple sauce. Unlike most cakes, you will not preheat the oven on this one.","prep: 30 mins,cook: 1 hr 30 mins,total: 2 hrs,Servings: 14,Yield: 1 - 10 inch tube pan","½ cup shortening + 1 cup butter + 1<U+2009>¾ cups white sugar + 6 large eggs eggs + 3 cups sifted all-purpose flour + 1 teaspoon baking powder + ¼ cup milk + 1 teaspoon vanilla extract + ¾ cup crushed pineapple with juice + ¼ cup butter + 1<U+2009>½ cups confectioners' sugar + 1 cup crushed pineapple, drained"
"desserts.cakes.pound-cake","Cold Oven Pound Cake",0,0,66,"An old-fashioned pound cake that goes into a cold oven before baking.","prep: 30 mins,cook: 1 hr 30 mins,total: 2 hrs,Servings: 16,Yield: 1 - 10 inch tube pan","1 cup margarine + ½ cup shortening + 3 cups white sugar + 3 eggs + 1<U+2009>½ teaspoons vanilla extract + 1 cup milk + 3 cups all-purpose flour"
"desserts.cakes.pound-cake","Blueberry Pound Cake",4.5,444,377,"Wild berries were a source of amazement to colonists. Captain John Smith spoke of Indians feasting us with strawberries, mulberries, bread, fish and other countrie provisions.","prep: 20 mins,cook: 1 hr 10 mins,total: 1 hr 30 mins,Servings: 16,Yield: 1 - 10 inch tube pan","2 tablespoons butter + ¼ cup white sugar + 2<U+2009>¾ cups all-purpose flour + 1 teaspoon baking powder + ½ teaspoon salt + 1 cup butter + 2 cups white sugar + 4 eggs + 1 teaspoon vanilla extract + 2 cups fresh blueberries + ¼ cup all-purpose flour"
"desserts.cakes.pound-cake","Five Flavor Pound Cake I",0,0,193,"Five flavors blending to create a superlative pound cake.","prep: 30 mins,cook: 1 hr 30 mins,total: 2 hrs,Servings: 14,Yield: 1 - 10 inch tube cake","1 cup butter, softened + ½ cup shortening + 3 cups white sugar + 5 eggs, beaten + 3 cups all-purpose flour + ½ teaspoon baking powder + 1 cup milk + 1 teaspoon coconut extract + 1 teaspoon lemon extract + 1 teaspoon rum flavored extract + 1 teaspoon butter flavored extract + 1 teaspoon vanilla extract + ½ cup white sugar + ¼ cup water + ½ teaspoon coconut extract + ½ teaspoon rum flavored extract + ½ teaspoon butter flavored extract + ½ teaspoon lemon extract + ½ teaspoon vanilla extract"
"desserts.cakes.pound-cake","Zesty Lemon Loaf",0,0,90,"This dressed-up pound cake-style lemon loaf has a delicate hint of ginger. The decadence of Grand Marnier makes this lemon loaf special. Great with Earl Grey tea or ice wine.","prep: 20 mins,cook: 50 mins,additional: 30 mins,total: 1 hr 40 mins,Servings: 20,Yield: 2 loaves","3 cups all-purpose flour + 2 teaspoons baking powder + ½ teaspoon ground ginger + ¼ teaspoon salt + 1 cup butter + 2 cups sugar + 4 eggs + 2 tablespoons brandy-based orange liqueur (such as Grand Marnier®) + 3 tablespoons grated lemon zest + 1<U+2009>¼ cups buttermilk + ½ cup fresh lemon juice + ¾ cup white sugar"
"desserts.cakes.pound-cake","Kentucky Blue Ribbon All-Butter Pound Cake",0,0,36,"This is the recipe my Grandmother would make every year during the holidays. I found the recipe tucked in her Bible when she passed, and it was written in her Grandmother's handwriting. It's been in my family for at least 7 generations, and in 2012, I won a Blue Ribbon at the Kentucky State fair by following her exact instructions. Tastes like pure love!","prep: 15 mins,cook: 1 hr,additional: 35 mins,total: 1 hr 50 mins,Servings: 12,Yield: 1 tube cake","3 cups all-purpose flour + 1 teaspoon baking powder + ½ teaspoon salt + 3 cups white sugar + 1<U+2009>½ cups butter, softened + 5 eggs + 1 cup milk + 1 teaspoon vanilla extract"
"desserts.cakes.pound-cake","Buttermilk Pound Cake II",0,0,613,"Tangy, moist, and flavorful pound cake. Can be eaten plain or use as a base for numerous dessert ideas.","prep: 15 mins,cook: 1 hr 30 mins,total: 1 hr 45 mins,Servings: 12,Yield: 1 9- or 10-inch tube pan","3 cups all-purpose flour + ¼ teaspoon baking soda + ½ teaspoon salt + 1 cup butter + 3 cups white sugar + 6 large eggs eggs + 1 teaspoon lemon extract + 1 teaspoon vanilla extract + 1 cup buttermilk"
"desserts.cakes.pound-cake","Grandma Ruby's Buttermilk Pound Cake",0,0,8,"This lemon butter pound cake is super-moist and dense. It's not for those watching calories! It's a great comfort food and goes especially well with vanilla ice cream.","prep: 15 mins,cook: 1 hr 15 mins,additional: 15 mins,total: 1 hr 45 mins,Servings: 16,Yield: 16 servings","3 cups all-purpose flour + ½ teaspoon salt + ¼ teaspoon baking soda + 3 cups white sugar + 1 cup shortening + 1 cup buttermilk + 6 eggs + 2 tablespoons lemon extract + 1 teaspoon vanilla extract + 1 teaspoon butter-flavored extract"
"desserts.cakes.pound-cake","Quesadilla Salvadorena",0,0,38,"Quesadilla Salvadorena is a moist, sweet, cheese pound cake. The key to this recipe is the type of cheese used, Parmesan cheese. I invented this recipe to match the pre-made quesadilla you find at the grocery stores. Buen provecho!","prep: 20 mins,cook: 38 mins,total: 58 mins,Servings: 12,Yield: 1 9x13-inch baking dish","3 eggs, separated + 1 cup white sugar + ½ cup butter, melted + 1 (4 ounce) package Parmesan cheese, finely grated + ¾ cup sour cream + 1 teaspoon baking powder + 1 cup rice flour + 1 tablespoon sesame seeds, or to taste"
"desserts.cakes.pound-cake","Cream Cheese Pound Cake I",4.5,685,586,"My children always loved this cake. They are grown now, but when they come home they ask me to have ""the cake"" made. It is an easy recipe.","Servings: 14,Yield: 1 -10 inch tube pan","1<U+2009>½ cups butter + 1 (8 ounce) package cream cheese + 3 cups white sugar + 1 tablespoon vanilla extract + 1 teaspoon almond extract + 6 eggs + 3 cups cake flour"
"desserts.cakes.pound-cake","Yogurt Cake",0,0,193,"A lemon pound cake made with yogurt instead of sour cream. I have used this recipe for a long time and had misplaced it. I went to my daughter and had her give me another copy.","prep: 20 mins,cook: 1 hr,additional: 10 mins,total: 1 hr 30 mins,Servings: 12,Yield: 1 10-inch Bundt pan","1 cup butter, room temperature + 2 cups white sugar + 3 eggs, room temperature + 1 teaspoon lemon extract + 2<U+2009>¼ cups all-purpose flour + ½ teaspoon baking soda + ½ teaspoon salt + 1 (8 ounce) container lemon flavored yogurt"
"desserts.cakes.pound-cake","Six Egg Pound Cake",4.5,151,127,"This recipe for the best pound cake ever rises very high above all others thanks to the use of six eggs. Top with confectioners' sugar or glaze.","Servings: 14,Yield: 14 servings","3 cups all-purpose flour + 1 tablespoon baking powder + ½ teaspoon salt + 2<U+2009>½ cups white sugar + 1<U+2009>½ cups butter + 6 eggs + 1<U+2009>½ teaspoons vanilla extract + ¾ cup milk"
"desserts.cakes.pound-cake","Pecan Sour Cream Pound Cake",4.5,379,330,"I won first place with this cake at the Cuyahoga County Fair (Cleveland, Ohio) in 1993. For a nuttier variation, you can substitute 1 cup of the flour with 1 cup of ground pecans.","prep: 30 mins,cook: 1 hr 30 mins,additional: 20 mins,total: 2 hrs 20 mins,Servings: 12,Yield: 1 - 10-inch Bundt or tube pan","¼ cup chopped pecans + 3 cups cake flour + ½ teaspoon salt + ¼ teaspoon baking soda + 1 cup unsalted butter + 3 cups white sugar + 6 eggs + 1 teaspoon vanilla extract + 1 cup sour cream + 1 cup confectioners' sugar + 3 tablespoons orange juice + 1 teaspoon vanilla extract"
"desserts.cakes.pound-cake","Chocolate Chocolate Chip Sour Cream Pound Cake",4.5,28,26,"After I couldn't find a recipe for chocolate sour cream pound cake, I made this recipe by combining three cake recipes and using some suggestions from my brother-in-law. It will stay moist for a week, but this cake is so good it won't last that long!","prep: 40 mins,cook: 1 hr 15 mins,additional: 2 hrs 10 mins,total: 4 hrs 5 mins,Servings: 12,Yield: 1 10-inch cake","2<U+2009>¾ cups all-purpose flour + ¼ teaspoon baking soda + ¼ teaspoon salt + 2 tablespoons unsweetened cocoa powder + 1 cup sour cream + 2 teaspoons vanilla extract + 1 cup unsalted butter + 2<U+2009>½ cups white sugar, divided + 6 eggs, separated + ¼ teaspoon cream of tartar + ½ cup semisweet chocolate chips"
"desserts.cakes.pound-cake","Blueberry-Lemon Pound Cake",0,0,110,"This is a tangy variation of an old recipe. Blueberry pound cake with the added spark of lemon. I love it and so do my kids.","prep: 30 mins,cook: 1 hr,total: 1 hr 30 mins,Servings: 16,Yield: 1 - 10 inch Bundt cake","2 cups butter, softened + 3 cups white sugar + 1 cup milk, room temperature + 6 eggs + 2 teaspoons lemon extract + 1 tablespoon baking powder + 4 cups unbleached all-purpose flour + 1 teaspoon grated lemon zest + 2 cups fresh blueberries"
"desserts.cakes.pound-cake","Apple Harvest Pound Cake with Caramel Glaze",0,0,342,"This is a fantastic Bundt cake that my grandmother used to make for Thanksgiving. It has been a family favorite for years!","prep: 30 mins,cook: 1 hr 20 mins,total: 1 hr 50 mins,Servings: 12,Yield: 1 - 9 inch Bundt cake","2 cups white sugar + 1<U+2009>½ cups vegetable oil + 2 teaspoons vanilla extract + 3 eggs + 3 cups all-purpose flour + 1 teaspoon baking soda + ½ teaspoon ground cinnamon + 1 teaspoon salt + 2 medium Granny Smith apples - peeled, cored and chopped + 1 cup chopped walnuts + ½ cup butter or margarine + 2 teaspoons milk + ½ cup brown sugar"
"desserts.cakes.pound-cake","Sour Cream Pound Cake",0,0,378,"Much better than the standard pound cake, I got the recipe from a great-aunt, over 40 years ago.","Servings: 10,Yield: 1 - 8x4 inch loaf pan","1<U+2009>½ cups all-purpose flour + 1<U+2009>½ cups white sugar + ½ cup butter + ½ cup sour cream + 3 eggs + 1 pinch baking soda"
"desserts.cakes.pound-cake","Butter Pound Cake",0,0,181,"This is a really rich pound cake recipe that is delicious plain, with ice cream or a fruit topping such as peaches.","prep: 30 mins,cook: 1 hr 30 mins,total: 2 hrs,Servings: 14,Yield: 1 10-inch tube cake","1 cup butter + 6 eggs + 3 cups white sugar + 3 cups all-purpose flour + 1 pint heavy whipping cream + 1 tablespoon vanilla extract + 2 teaspoons lemon extract"
"desserts.cakes.pound-cake","One Egg Lemon Pound Cake",0,0,158,"My Grandmother used to make this and it quickly became a household favorite.","Servings: 10,Yield: 1 - 8x4 inch loaf pan","2 cups all-purpose flour + 2 teaspoons baking powder + 1 cup white sugar + 1 teaspoon salt + ½ cup butter + 1 egg + 1 cup milk + 1 teaspoon vanilla extract + 1 teaspoon lemon extract"
"desserts.cakes.pound-cake","Old-Fashioned Lemon Pound Cake",0,0,18,"This is an old recipe that my grandmother always made. It goes great with coffee and is quick and easy to make. Light lemon flavor that can be accompanied with a lemon glaze if desired.","prep: 15 mins,cook: 30 mins,total: 45 mins,Servings: 12,Yield: 2 loaves","2 cups white sugar + 2 cups all-purpose flour + 5 eggs + 1 cup shortening (such as Crisco®) + 5 tablespoons whole milk + 1 tablespoon vanilla extract + 2 teaspoons lemon extract + ¼ teaspoon baking powder"
"desserts.cakes.pound-cake","Cream Cheese Pound Cake with Lemon Glaze",0,0,76,"Butter and cream cheese provide the rich taste in this deliciously dense pound cake. I always top mine with a fresh lemon glaze made of fresh lemon juice and confectioner's sugar.","prep: 30 mins,cook: 1 hr 20 mins,additional: 10 mins,total: 2 hrs,Servings: 14,Yield: 1 10-inch cake","1<U+2009>½ cups butter + 1 (8 ounce) package cream cheese + 2<U+2009>½ cups white sugar + 6 eggs at room temperature + 1 teaspoon vanilla extract + 1 teaspoon almond extract + 3 cups cake flour (such as Swans Down®) + ¼ teaspoon ground nutmeg"
"desserts.cakes.pound-cake","Country Pound Cake",4.5,357,303,"This a really good down-home style, back to basics pound cake that my whole family enjoys! This recipe was handed down to me with the stipulation of placing the cake in a cold oven, and it turns out perfectly every time.","Servings: 14,Yield: 1 - 10 inch tube pan","3 cups all-purpose flour + ¾ teaspoon baking powder + ¼ teaspoon salt + 1 cup unsalted butter, softened + ½ cup shortening + 2<U+2009><U+2154> cups white sugar + 5 eggs + 1 cup milk + 1 teaspoon vanilla extract + 1 teaspoon lemon extract"
"desserts.cakes.pound-cake","Strawberry Cream Cheese Pound Cake",4,29,26,"The perfect textured pound cake, which as a bonus uses less sugar than the traditional recipes, due to the addition of fresh strawberries.","prep: 15 mins,cook: 1 hr,total: 1 hr 15 mins,Servings: 12,Yield: 12 servings","8 ounces nonfat cream cheese, softened + 1 cup butter, softened + 2 teaspoons butter, softened + 2 cups white sugar + 1 teaspoon salt + 2 teaspoons vanilla + 6 eggs, room temperature + 3 cups all-purpose flour, sifted + 2 cups strawberries, muddled + 1 teaspoon vanilla sugar"
"desserts.cakes.pound-cake","The Best Pound Cake",0,0,68,"This is a wonderfully moist pound cake. I have tried countless recipes, but this one is without a doubt THE BEST!","prep: 15 mins,cook: 1 hr 15 mins,total: 1 hr 30 mins,Servings: 14,Yield: 1 - 10 inch tube pan","1 cup margarine + ½ cup shortening + 3 cups white sugar + 5 eggs + 2<U+2009>½ cups all-purpose flour + ½ cup self-rising flour + 1 cup evaporated milk + 1 tablespoon lemon extract + ½ teaspoon vanilla extract"
"desserts.cakes.pound-cake","Pineapple Upside-Down Pound Cake",0,0,5,"This is one of my favorite pound cakes, made in a Bundt® pan. I specialize in all kind of pound cakes. You can add pieces of pineapple to the cake batter.","prep: 25 mins,cook: 45 mins,total: 1 hr 10 mins,Servings: 14,Yield: 1 cake","cooking spray + 1 (8 ounce) package cream cheese + 1 cup butter + 2 cups white sugar + 6 extra large eggs + 2 cups self-rising flour + 1 teaspoon almond extract + 1 teaspoon pineapple extract + 3 drops yellow food coloring + 2 cups brown sugar + 7 pineapple rings + 7 maraschino cherries"
"healthy-recipes.sugar-free.desserts","Pam's Sugar Free Chocolate Pie",4.5,16,10,"A great sugarless pie! Other flavors of sugar free pudding are great too!","prep: 15 mins,additional: 1 hr,total: 1 hr 15 mins,Servings: 8,Yield: 1 - 9 inch pie","1 (9 inch) deep dish pie crust, baked and cooled + 1 (1.4 ounce) package instant sugar-free chocolate pudding mix + ½ cup frozen reduced-calorie whipped topping, thawed"
"healthy-recipes.sugar-free.desserts","No Bake Sugar Free Strawberry Cheesecake",0,0,74,"I have a grandmother who is diabetic, and I wanted to create a cheesecake with no added sugar. My whole family loved it, it's now the only one I make","prep: 20 mins,additional: 1 hr,total: 1 hr 20 mins,Servings: 6,Yield: 1 8-inch pie","¾ cup graham cracker crumbs + 3 tablespoons butter, melted + ¼ teaspoon ground cinnamon + ¼ teaspoon ground nutmeg + 1 (8 ounce) package cream cheese, softened + 1<U+2009>½ cups milk + 1 (1 ounce) package cheesecake flavor sugar-free instant pudding mix + 2 pints fresh strawberries, sliced"
"healthy-recipes.sugar-free.desserts","Sugar-Free Peanut Butter Cookies",0,0,199,"My Dad is diabetic, but loves peanut butter cookies. I was playing around with some recipes to make a sugar-free version. This is what I came up with.","prep: 10 mins,cook: 8 mins,total: 18 mins,Servings: 24,Yield: 24 cookies","2 cups smooth natural peanut butter + 2 cups granular no-calorie sucralose sweetener (e.g., Splenda ®) + 2 large eggs"
"healthy-recipes.sugar-free.desserts","Cottage Cheese Fluff",4.5,41,39,"Low-fat cottage cheese is mixed with Cool Whip Lite® and dry sugar-free gelatin to create a delightful dessert. You can use any flavor Jell-O; I prefer lemon or orange.","prep: 5 mins,additional: 30 mins,total: 35 mins,Servings: 6,Yield: 6 servings","3 cups low-fat cottage cheese + 2 (0.3 ounce) packages sugar-free lemon flavored Jell-O® mix + 1 (8 ounce) container lite frozen whipped topping, thawed"
"healthy-recipes.sugar-free.desserts","Berry Burst Sorbet",4.5,47,39,"This berry-ful sorbet is made in your ice-cream machine and is a naturally sweet way to end the day! I use Splenda to save on the carbs.","Servings: 8,Yield: 8 servings","1 cup SPLENDA® Granular + 1 cup water + 1<U+2009>½ cups frozen blueberries, thawed + 1<U+2009>½ cups frozen blackberries, thawed + ½ cup frozen raspberries, thawed + ½ cup heavy cream (Optional)"
"healthy-recipes.sugar-free.desserts","No Bake Sugar Free Cheese Cake",0,0,111,"This recipe has no added sugar so it is great for Diabetics. It is a favorite in our house. I first tried this recipe as a regular dessert and later tried it without sugar and found it to be just as good.","prep: 15 mins,total: 15 mins,Servings: 9,Yield: 1 - 9 inch square pan","1<U+2009>¾ cups graham cracker crumbs + ½ cup butter + ½ teaspoon ground cinnamon + 1 (.6 ounce) package sugar free lemon flavored Jell-O® + 1 cup boiling water + 1 (8 ounce) package reduced fat cream cheese + 2 teaspoons vanilla extract + 1 cup frozen light whipped topping, thawed"
"healthy-recipes.sugar-free.desserts","Sugarless Bars",0,0,62,"A fruity and flavorful bar without the sugar.","Servings: 20,Yield: 20 bars","½ cup pitted dates + ½ cup pitted prunes + ½ cup chopped raisins + 1 cup water + ½ cup margarine + 2 eggs + 1 teaspoon vanilla extract + ½ cup chopped walnuts + 1 cup all-purpose flour + 1 teaspoon baking soda + ¼ teaspoon salt"
"healthy-recipes.sugar-free.desserts","Special Oatmeal Cookies",3.5,26,22,"This oatmeal cookie is sugar-free.","Servings: 18,Yield: 3 dozen","1<U+2009>½ cups rolled oats + .666 cup butter, melted + 4 egg whites + 1 cup granulated artificial sweetener + 1<U+2009>½ cups all-purpose flour + ½ teaspoon salt + 2 teaspoons baking powder + ½ cup milk + 1 teaspoon vanilla extract + ½ cup raisins + ½ cup chopped walnuts"
"healthy-recipes.sugar-free.desserts","Sugar-Free Date Cookies",0,0,6,"Enjoy the natural sweetness from the dates, the crunch from the pecans, the moisture from the banana, and the satisfaction that you're serving your family a healthier cookie.","prep: 15 mins,cook: 15 mins,total: 30 mins,Servings: 18,Yield: 18 cookies","1 cup chopped dates + ¼ cup chopped pecans + ¼ cup water + ½ very ripe banana, mashed + 1 large egg, lightly beaten + 2 tablespoons butter, melted + ½ teaspoon vanilla extract + 1 cup all-purpose flour + 1 teaspoon baking powder + 1 teaspoon cinnamon + ¼ teaspoon salt"
"healthy-recipes.sugar-free.desserts","No Bake Bumpy Peanut Butter Nuggets",4,116,88,"Kids love to make (and eat) these sugar free cookies.","prep: 15 mins,additional: 1 hr,total: 1 hr 15 mins,Servings: 30,Yield: 30 small balls","½ cup natural peanut butter + ¼ cup nonfat dry milk powder + ¼ cup unsweetened flaked coconut + <U+2153> cup rolled oats + ½ teaspoon ground cinnamon + ¼ cup wheat germ + ¼ cup unsweetened apple juice concentrate, thawed"
"healthy-recipes.sugar-free.desserts","Chocolate Chip Cookies for Special Diets",0,0,82,"Be sure to use a heat-stable sugar substitute. Since the substitutes vary in strength, use an amount equal to 3/4 cup regular sugar according to the package.","prep: 15 mins,cook: 12 mins,additional: 23 mins,total: 50 mins,Servings: 48,Yield: 4 dozen","½ cup butter, softened + ¾ cup granulated artificial sweetener + 2 tablespoons water + ½ teaspoon vanilla extract + 1 egg, beaten + 1<U+2009><U+215B> cups all-purpose flour + ½ teaspoon baking soda + ½ teaspoon salt + ½ cup semisweet chocolate chips + ½ cup chopped pecans"
"healthy-recipes.sugar-free.desserts","4-Ingredient Keto Peanut Butter Cookies",0,0,92,"These keto peanut butter cookies are made with just 4 ingredients: peanut butter, vanilla extract, an egg, and some sugar substitute. Kids love these scrumptious low-carb keto cookies.","prep: 10 mins,cook: 15 mins,total: 25 mins,Servings: 12,Yield: 12 cookies","1 cup peanut butter + ½ cup low-calorie natural sweetener (such as Swerve®) + 1 egg + 1 teaspoon sugar-free vanilla extract"
"healthy-recipes.sugar-free.desserts","Sugar Free Cake",4.5,39,34,"Really good with the added plus of being sugar free.","Servings: 12,Yield: 1 -10 inch bundt or tube pan","2 cups raisins + 3 cups water + 2 eggs + 3 tablespoons liquid sweetener + ¾ cup vegetable oil + 1 teaspoon vanilla extract + 1 teaspoon baking soda + ½ teaspoon salt + 1<U+2009>½ teaspoons ground cinnamon + ½ teaspoon ground nutmeg + 2 cups all-purpose flour + 1 cup chopped walnuts + 1 cup unsweetened applesauce"
"healthy-recipes.sugar-free.desserts","No Bake Bumpy Peanut Butter Nuggets",4,116,88,"Kids love to make (and eat) these sugar free cookies.","prep: 15 mins,additional: 1 hr,total: 1 hr 15 mins,Servings: 30,Yield: 30 small balls","½ cup natural peanut butter + ¼ cup nonfat dry milk powder + ¼ cup unsweetened flaked coconut + <U+2153> cup rolled oats + ½ teaspoon ground cinnamon + ¼ cup wheat germ + ¼ cup unsweetened apple juice concentrate, thawed"
"healthy-recipes.sugar-free.desserts","Chocolate Chip Cookies for Special Diets",0,0,82,"Be sure to use a heat-stable sugar substitute. Since the substitutes vary in strength, use an amount equal to 3/4 cup regular sugar according to the package.","prep: 15 mins,cook: 12 mins,additional: 23 mins,total: 50 mins,Servings: 48,Yield: 4 dozen","½ cup butter, softened + ¾ cup granulated artificial sweetener + 2 tablespoons water + ½ teaspoon vanilla extract + 1 egg, beaten + 1<U+2009><U+215B> cups all-purpose flour + ½ teaspoon baking soda + ½ teaspoon salt + ½ cup semisweet chocolate chips + ½ cup chopped pecans"
"healthy-recipes.sugar-free.desserts","Chewy Keto Chocolate Cookies",2.5,29,25,"I have tried many different low-carb chocolate cookie recipes, and these are my favorite keto cookies; moist, chewy, and so decadent!","prep: 10 mins,cook: 12 mins,additional: 1 min,total: 23 mins,Servings: 15,Yield: 15 cookies","1<U+2009>½ cups almond butter + 2 eggs + ½ cup low-calorie natural sweetener (such as Swerve®) + <U+2153> cup unsweetened cocoa powder, sifted + 1 teaspoon sugar-free vanilla extract + 1 pinch salt"
"healthy-recipes.sugar-free.desserts","Lemon Cake",4.5,412,340,"This is a wonderful easy recipe that is truly delicious. Lemon sheet cake with a cool lemony cream topping. Everyone who has tried it absolutely loves it.","prep: 15 mins,cook: 28 mins,total: 43 mins,Servings: 20,Yield: 1 - 10x15 inch pan","1 (18.25 ounce) package yellow cake mix + 1 (3.4 ounce) package instant lemon pudding mix + 1<U+2009>¾ cups water + 3 egg whites + ¾ cup nonfat milk + ½ teaspoon lemon extract + 1 (1 ounce) package instant sugar-free vanilla pudding mix + 1 (8 ounce) container frozen light whipped topping, thawed"
"healthy-recipes.sugar-free.desserts","Sugar-Free Date Cookies",0,0,6,"Enjoy the natural sweetness from the dates, the crunch from the pecans, the moisture from the banana, and the satisfaction that you're serving your family a healthier cookie.","prep: 15 mins,cook: 15 mins,total: 30 mins,Servings: 18,Yield: 18 cookies","1 cup chopped dates + ¼ cup chopped pecans + ¼ cup water + ½ very ripe banana, mashed + 1 large egg, lightly beaten + 2 tablespoons butter, melted + ½ teaspoon vanilla extract + 1 cup all-purpose flour + 1 teaspoon baking powder + 1 teaspoon cinnamon + ¼ teaspoon salt"
"healthy-recipes.sugar-free.desserts","Sugar Free Brownies",0,0,88,"These are just what a diabetic needs to fill a sweet tooth but no sugar is added!","prep: 20 mins,cook: 25 mins,total: 45 mins,Servings: 25,Yield: 25 squares","½ cup margarine + ¼ cup unsweetened cocoa powder + 2 eggs + 1 cup granular sucrolose sweetener (such as Splenda®) + ¾ cup all-purpose flour + <U+215B> teaspoon salt + ¼ cup skim milk + ½ cup chopped walnuts (Optional) + 1 (1.4 ounce) package sugar free, chocolate fudge flavored instant pudding + 1 cup skim milk"
"healthy-recipes.sugar-free.desserts","Key Lime Pie - Low Carb Version",4,79,70,"A delicious, low-carb pie that actually tastes great! You, your family and friends will love this one.","prep: 35 mins,additional: 4 hrs,total: 4 hrs 35 mins,Servings: 8,Yield: 8 servings","1 cup ground pecans + 3 tablespoons butter, melted + 2 (1 gram) packets Splenda® no calorie sweetener + ½ teaspoon coconut extract + ½ cup heavy cream + 2 (1 gram) packets Splenda® no calorie sweetener + 1 (.6 ounce) package sugar-free lime-flavor Jell-O® + <U+2153> cup boiling water + <U+2153> cup cold water + 2 (8 ounce) packages cream cheese, cut into pieces and softened + ½ teaspoon coconut extract + 2 tablespoons ground pecans"
"healthy-recipes.sugar-free.desserts","No Crust Strawberry Pie",4,107,82,"This is a low calorie, no crust strawberry pie. It is made with sugar-free strawberry flavored gelatin and sugar-free vanilla pudding. It is very good! I've had the recipe for years, and to be honest, I don't remember where I got it. Garnish with light whipped topping if you like.","Servings: 8,Yield: 1 pie","24 ounces fresh strawberries + 1 (2.1 ounce) package sugar-free cook and serve vanilla pudding mix + 1 (.6 ounce) package sugar-free strawberry flavored Jell-O® + 2 cups water"
"healthy-recipes.sugar-free.desserts","Lime Pear Gelatin Salad",4.5,48,40,"Great and green, this light gelatin salad made with pears and reduced fat cream cheese and whipped topping is a staple at any holiday meal in our family.","prep: 10 mins,additional: 4 hrs,total: 4 hrs 10 mins,Servings: 6,Yield: 6 servings","1 (.6 ounce) package sugar-free lime Jell-O® + 1 cup boiling water + 1 (15.25 ounce) can pear halves in juice + 1 (3 ounce) package reduced-fat cream cheese, softened + 1<U+2009>½ cups reduced-fat frozen whipped topping, thawed"
"healthy-recipes.sugar-free.desserts","Sugar Free Peach and Banana Cobbler",3.5,11,9,"My own creation! This recipe is good for diabetics, but can easily be made as a non-diabetic dessert by using real sugar instead of a sugar substitute. This dessert is not super sweet, allowing the natural sweetness of the fruit to come through. If you like sweeter desserts, double the amount of the sugar substitute or sugar. You can use whatever sugar substitute is your preference.","prep: 20 mins,cook: 30 mins,additional: 20 mins,total: 1 hr 10 mins,Servings: 8,Yield: 1 8x8-inch cobbler","8 white peaches, pitted and sliced + 2 bananas, sliced + 2 tablespoons all-purpose flour + 1 teaspoon sugar substitute + 1 cup all-purpose flour + 2 teaspoons baking powder + ½ teaspoon salt + ½ teaspoon ground cinnamon + ½ cup skim milk + 1 egg + 1 tablespoon corn oil + 2 teaspoons sugar substitute + ½ teaspoon vanilla extract"
"healthy-recipes.sugar-free.desserts","Low-Carb Sugar-Free Instant Pot® Cheesecake",4,11,11,"A crustless Instant Pot® cheesecake. Garnish with strawberry syrup or whipped cream, if desired.","prep: 15 mins,cook: 30 mins,additional: 3 hrs 5 mins,total: 3 hrs 50 mins,Servings: 8,Yield: 8 servings","2 (8 ounce) packages cream cheese, at room temperature + <U+2154> cup sucralose sugar substitute (such as Splenda® Granulated) + 1 teaspoon vanilla extract + 2 eggs, room temperature + 1 cup sliced fresh strawberries"
