group,name,rating,process,ingredient
bread.bread-machine,super easy rosemary bread machine bread,0,prep minscook hrstotal hrs minsservings yield pound loaf,cup warm water degrees f degrees c u½ teaspoons active dry yeast tablespoons white sugar u½ teaspoons salt tablespoons olive oil ½ teaspoon ground thyme ½ teaspoon garlic powder teaspoons crushed dried rosemary cups allpurpose flour
bread.bread-machine,milk bread,4.5,prep minscook minsadditional hr minstotal hrsservings yield pound loaf,uub cups milk cups allpurpose flour teaspoon salt tablespoons white sugar u½ teaspoons active dry yeast
bread.bread-machine,hot cross buns,4.5,prep minscook minsadditional hr minstotal hrs minsservings yield buns,cups allpurpose flour ¾ cup warm water degrees f degrees c ¼ cup white sugar large egg large eggs separated divided tablespoons butter softened tablespoon active dry yeast tablespoon instant powdered milk uc teaspoon salt ¾ cup dried currants teaspoon ground cinnamon tablespoons water ½ cup confectioners sugar teaspoons milk ¼ teaspoon vanilla extract
bread.quick-bread.cornbread,golden sweet cornbread,4.5,prep minscook minstotal minsservings yield inch round pan,cup allpurpose flour cup yellow cornmeal u cup white sugar teaspoon salt u½ teaspoons baking powder egg cup milk u cup vegetable oil
bread.quick-bread.cornbread,grandmothers buttermilk cornbread,0,prep minscook minstotal minsservings yield xinch pan,½ cup butter u cup white sugar large eggs cup buttermilk ½ teaspoon baking soda cup cornmeal cup allpurpose flour ¼ teaspoon salt
bread.quick-bread.cornbread,absolute mexican cornbread,0,prep minscook hrtotal hr minsservings yield xinch cornbread,cup butter melted cup white sugar eggs ounce can creamstyle corn ½ ounce can chopped green chile peppers drained ½ cup shredded monterey jack cheese ½ cup shredded cheddar cheese cup allpurpose flour cup yellow cornmeal teaspoons baking powder ¼ teaspoon salt
bread.quick-bread.cornbread,basic corn muffins,0,prep minscook minstotal minsservings yield muffins,cup cornmeal cup allpurpose flour u cup white sugar teaspoons baking powder ½ teaspoon salt egg beaten ¼ cup canola oil cup milk
bread.quick-bread.cornbread,homesteader cornbread,0,prep minscook minsadditional minstotal minsservings yield xinch pan,u½ cups cornmeal u½ cups milk cups allpurpose flour tablespoon baking powder teaspoon salt u cup white sugar eggs ½ cup vegetable oil
bread.quick-bread.cornbread,sweet corn cake,4.5,prep minscook hrtotal hr minsservings yield x inch pan,½ cup butter softened u cup masa harina ¼ cup water u½ cups frozen wholekernel corn thawed ¼ cup cornmeal u cup white sugar tablespoons heavy whipping cream ¼ teaspoon salt ½ teaspoon baking powder
bread.quick-bread.cornbread,honey cornbread,0,prep minscook minsadditional mintotal minsservings yield servings,cup allpurpose flour cup yellow cornmeal ¼ cup white sugar tablespoon baking powder cup heavy cream ¼ cup vegetable oil ¼ cup honey eggs lightly beaten
bread.quick-bread.cornbread,excellent and healthy cornbread,0,prep minscook minstotal minsservings yield x inch pan,cup unbleached flour cup cornmeal ¼ cup white sugar teaspoon baking soda ¾ teaspoon salt cup plain nonfat yogurt eggs beaten
bread.quick-bread.cornbread,jalapeno green onion ale corn bread,4.5,prep minscook minsadditional minstotal minsservings yield loaf,cup cornmeal cup allpurpose flour teaspoon baking powder teaspoon baking soda teaspoon salt ½ cup buttermilk ½ cup beer brown ale or pilsnerstyle ½ cup butter melted eggs beaten u cup white sugar green onions chopped fresh jalapeno pepper chopped
bread.quick-bread.cornbread,johnnycakes,3.5,servings yield johnnycakes,cups stone ground cornmeal teaspoon salt tablespoons unsalted butter cup whole milk tablespoons boiling water
bread.quick-bread.cornbread,broccoli cornbread with cheese,4.5,prep minscook minsadditional minstotal hrservings yield xinch corn bread,cup cottage cheese ¾ cup butter melted eggs ounce packages corn breadmuffin mix ounce package frozen chopped broccoli thawed large onion chopped u½ cups shredded cheddar cheese divided
bread.quick-bread.cornbread,vegan jalapeno cornbread in the air fryer,0,prep minscook minstotal minsservings yield servings,tablespoon flaxseed meal tablespoons water cooking spray cup stoneground yellow cornmeal u cup allpurpose flour ¼ cup nutritional yeast tablespoons white sugar u¼ teaspoons baking powder teaspoon kosher salt ½ teaspoon ground black pepper cup unsweetened almond milk u cup vegetable oil large jalapeno pepper seeded and minced or to taste
bread.quick-bread.cornbread,sour cream cornbread,5,prep minscook minstotal minsservings yield xinch pan,cups cornmeal cups allpurpose flour uu cups white sugar teaspoon salt teaspoon baking soda cups sour cream cup butter melted eggs
bread.quick-bread.cornbread,mexican style cornbread,0,prep minscook minstotal minsservings yield x inch pan,eggs ¼ cup corn oil cup buttermilk u½ cups shredded cheddar cheese ounce can creamstyle corn large onion chopped fresh jalapeno peppers seeded and minced cup cornmeal ½ cup allpurpose flour teaspoons baking powder ½ teaspoon baking soda ½ teaspoon salt
bread.quick-bread.cornbread,broccoli cornbread with cheese,4.5,prep minscook minsadditional minstotal hrservings yield xinch corn bread,cup cottage cheese ¾ cup butter melted eggs ounce packages corn breadmuffin mix ounce package frozen chopped broccoli thawed large onion chopped u½ cups shredded cheddar cheese divided
bread.quick-bread.cornbread,blueberry cornbread,0,prep minscook minstotal minsservings yield servings,cup cornmeal cup allpurpose flour ½ cup white sugar teaspoons baking powder teaspoon salt eggs u cup milk ½ cup vegetable oil cups blueberries
bread.quick-bread.cornbread,skillet corn bread,4,prep minscook minsadditional minstotal minsservings yield servings,u¼ cups milk cup cornmeal cup allpurpose flour teaspoons baking powder ¾ teaspoon kosher salt eggs beaten ¼ cup unsalted butter melted tablespoon vegetable oil
bread.quick-bread.cornbread,sweet corn bread,4.5,prep minscook minsadditional minstotal minsservings,cup allpurpose flour cup cornmeal ¼ cup white sugar ½ teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt egg lightly beaten cup sour cream u cup milk ¼ cup butter melted
bread.quick-bread.cornbread,moms mexican cornbread,0,prep minscook hr minstotal hr minsservings yield servings,pound ground beef cup cornmeal teaspoon salt teaspoon baking soda cup milk egg onion chopped ounce can creamstyle corn cup shredded cheddar cheese jalapeno peppers chopped
bread.quick-bread.cornbread,cornbread muffins i,4.5,prep minscook minstotal minsservings yield muffins,½ cup butter softened u cup white sugar ¼ cup honey eggs ½ teaspoon salt u½ cups allpurpose flour ¾ cup cornmeal ½ teaspoon baking powder ½ cup milk ¾ cup frozen corn kernels thawed
bread.quick-bread.cornbread,camp cornbread,0,prep minscook minstotal minsservings yield x inch pan,ounce package corn bread muffin mix u cup milk egg lightly beaten ounce can canned cream corn ½ cup white sugar
bread.quick-bread.cornbread,real southern cornbread,0,prep minscook minstotal hrservings yield servings,cups cornmeal cups allpurpose flour ½ teaspoon salt tablespoons baking powder eggs cup margarine melted cups buttermilk ¼ cup corn oil
bread.quick-bread.cornbread,banana cornbread,4.5,prep minscook minstotal minsservings yield xinch pan,cups allpurpose flour cups cornmeal cups milk bananas uu cups white sugar u cup vegetable oil teaspoons baking powder teaspoons salt
bread.quick-bread.cornbread,mexican cornbread ii,4.5,prep minscook minstotal minsservings yield x inch pan,ounce package selfrising cornmeal egg ½ cup milk ounce can creamstyle corn cup shredded monterey jack cheese ounce can diced green chile peppers drained
bread.quick-bread.cornbread,minute microwave cornbread,0,prep minscook minstotal minsservings yield servings,½ cup allpurpose flour ½ cup cornmeal tablespoons white sugar teaspoons baking powder ¼ teaspoon salt egg ½ cup milk tablespoons vegetable oil
bread.quick-bread.cornbread,corn fritters with maple syrup,0,prep minscook minstotal minsservings,cups vegetable oil for deepfrying cup creamstyle corn egg cup allpurpose flour ¾ teaspoon baking powder ½ teaspoon salt teaspoon sugar cup maple flavored pancake syrup
bread.quick-bread.cornbread,amusement park cornbread,4.5,prep minscook minstotal minsservings yield inch skillet,u cup white sugar teaspoon salt u cup butter softened teaspoon vanilla extract eggs cups allpurpose flour tablespoon baking powder ¾ cup cornmeal uu cups milk
bread.quick-bread.cornbread,authentic mexican corn bread,0,prep minscook minstotal hrservings yield pan of corn bread,ounce can sweetened condensed milk such as la lechera® ½ cup white sugar optional large eggs teaspoons vanilla extract ounce cans whole kernel corn drained and rinsed ounce can creamstyle corn ½ cup butter melted u½ cups cornmeal ½ cup allpurpose flour tablespoon baking soda teaspoon salt
bread.quick-bread.cornbread,mrs pattis mexican cornbread,4.5,prep minscook minstotal hrservings yield servings,u½ cups yellow cornmeal tablespoon baking powder teaspoon salt cup sour cream eggs ounce can creamstyle corn onion chopped u cup vegetable oil ¼ cup chopped jalapeno peppers or to taste cups shredded cheddar cheese divided
bread.quick-bread.cornbread,blueberry cornmeal muffins,4.5,prep minscook minsadditional minstotal minsservings yield muffins,u¼ cups allpurpose flour ½ cup cornmeal ½ cup brown sugar ½ teaspoon salt tablespoon baking powder cup milk ½ cup butter melted egg beaten cup frozen blueberries
bread.quick-bread.cornbread,sweet corn cakes,4.5,prep minscook hrtotal hr minsservings yield x inch pan,½ cup butter softened u cup masa harina ¼ cup water u½ cups frozen corn kernels thawed ¼ cup cornmeal u cup white sugar tablespoons heavy cream ¼ teaspoon salt ½ teaspoon baking powder
bread.quick-bread.cornbread,mexican cornbread i,0,prep minscook hrtotal hr minsservings yield x inch pan,cup selfrising cornmeal ½ cup selfrising flour cups shredded cheddar cheese onion chopped green bell pepper chopped chopped green chile peppers eggs beaten ounce can creamed corn ¼ cup milk
bread.quick-bread.cornbread,moms sweet buttermilk corn bread,4.5,prep minscook minstotal minsservings yield servings,¼ cup vegetable oil cups white cornmeal ¾ cup allpurpose flour u cup white sugar u½ teaspoons baking powder ½ teaspoon baking soda teaspoon salt eggs cups buttermilk
bread.quick-bread.cornbread,glutenfree cornbread,0,prep minscook minstotal minsservings yield inch baking pan,u¼ cups white cornmeal ½ cup white sugar ¼ cup glutenfree allpurpose flour tablespoon glutenfree baking powder cup milk ¼ cup butter melted egg ounce can creamstyle corn
bread.quick-bread.cornbread,jalapeno corn bread,4,prep minscook minstotal minsservings yield servings,ounce can creamstyle corn cup yellow cornmeal ¾ cup buttermilk ½ cup corn oil ounces shredded cheddar cheese eggs jalapeno peppers minced teaspoon salt ½ teaspoon baking soda tablespoons butter
bread.quick-bread.cornbread,karens sweet corn bread,4.5,prep minscook minstotal minsservings yield servings,½ cup butter ½ cup white sugar eggs cup yellow cornmeal u½ cups allpurpose flour teaspoons baking powder ½ teaspoon salt u½ cups milk
bread.pastries.doughnuts,crispy and creamy doughnuts,4.5,prep minscook minsadditional hrstotal hrs minsservings yield doughnuts,ounce envelopes active dry yeast ¼ cup warm water to degrees u½ cups lukewarm milk ½ cup white sugar teaspoon salt eggs u cup shortening cups allpurpose flour quart vegetable oil for frying u cup butter cups confectioners sugar u½ teaspoons vanilla tablespoons hot water or as needed
bread.pastries.doughnuts,churros,4.5,prep minscook minstotal minsservings,cup water u½ tablespoons white sugar ½ teaspoon salt tablespoons vegetable oil cup allpurpose flour quarts oil for frying ½ cup white sugar or to taste teaspoon ground cinnamon
bread.pastries.doughnuts,super easy doughnuts,0,prep minscook minstotal minsservings,uc cup milk tablespoons white vinegar ½ cup white sugar tablespoons shortening egg ½ teaspoon vanilla extract cups sifted allpurpose flour ½ teaspoon baking soda ¼ teaspoon salt quart oil for deep frying ½ cup confectioners sugar for dusting
bread.pastries.doughnuts,glazed yeast doughnuts,4,prep minscook minsadditional hr minstotal hrsservings yield doughnuts,¾ cup scalded milk u cup granulated sugar ¼ teaspoon salt ounce envelope active dry yeast ¼ cup warm water cups sifted allpurpose flour teaspoon freshly grated nutmeg optional u cup butter or margarine eggs beaten oil for deep frying cups confectioners sugar tablespoons milk
bread.pastries.doughnuts,jelly doughnuts,0,prep minscook minsadditional hr minstotal hrs minsservings yield doughnuts,cup warm milk degrees f degrees c u cup water egg beaten tablespoons margarine melted ¾ cup white sugar u½ cups bread flour teaspoon salt u½ teaspoons ground nutmeg tablespoon active dry yeast ¾ cup any flavor fruit jam quarts vegetable oil for frying
bread.pastries.doughnuts,grandmas doughnuts,4.5,prep minscook minstotal minsservings yield servings,quarts oil for deep frying ounce can refrigerated buttermilk biscuit dough cup confectioners sugar
bread.pastries.doughnuts,easy drop beignets,0,prep minscook minstotal minsservings yield servings,cups allpurpose flour cup water cup milk large egg tablespoons baking powder teaspoons white sugar teaspoon salt cups vegetable oil for frying
bread.pastries.doughnuts,funnel cakes,4.5,prep minscook minstotal minsservings yield large cakes,quart vegetable oil for frying or as needed u½ cups milk large eggs cups allpurpose flour teaspoon baking powder ½ teaspoon ground cinnamon ½ teaspoon salt ¾ cup confectioners sugar
bread.pastries.doughnuts,fluffy cake doughnuts,4,prep minscook minstotal minsservings yield doughnuts,cups allpurpose flour ¾ cup white sugar teaspoons baking powder ¼ teaspoon ground nutmeg ¼ teaspoon ground cinnamon teaspoon salt ¾ cup milk eggs beaten teaspoon vanilla extract tablespoon shortening cup confectioners sugar tablespoons hot water ½ teaspoon almond extract
bread.pastries.doughnuts,moms apple fritters,0,prep minscook minstotal minsservings yield servings,quart vegetable oil for deepfrying u½ cups allpurpose flour tablespoon white sugar teaspoons baking powder ½ teaspoon salt u cup milk eggs beaten tablespoon vegetable oil cups apples peeled cored and chopped cup cinnamon sugar
bread.pastries.doughnuts,twoingredient dough air fryer donuts,5,prep minscook minscool minstotal minsservings yield donuts,cooking spray cup selfrising flour ¾ cup greek yogurt ½ cup powdered sugar tablespoons heavy whipping cream or as needed
bread.pastries.doughnuts,mandazi african donuts,4.5,prep minscook minsadditional hrtotal hr minsservings yield donuts,cup warm milk ¼ cup vegetable oil ¼ cup fine white sugar medium egg teaspoons instant yeast ½ teaspoon salt ½ teaspoon ground cardamom u½ cups allpurpose flour sifted vegetable oil for deep frying
bread.pastries.doughnuts,samoan panikeke,4.5,prep minscook minstotal minsservings yield panikekes,u½ cups allpurpose flour uu cups white sugar teaspoons baking powder very ripe bananas mashed tablespoon vanilla extract u½ cups water cups vegetable oil for frying
bread.pastries.doughnuts,air fryer cinnamonsugar doughnuts,4.5,prep minscook minstotal minsservings yield doughnuts,¼ cup butter melted ½ cup white sugar ¼ cup brown sugar teaspoon ground cinnamon ¼ teaspoon ground nutmeg optional ounce package refrigerated flaky biscuit dough such as pillsbury grands flaky layers
bread.pastries.doughnuts,how to make cronuts part i the dough,0,prep hradditional hrs minstotal hrs minsservings yield dough for cronuts,ounce package active dry yeast ½ cup warm water degrees f degrees c teaspoon fine salt u½ tablespoons white sugar or more to taste ½ cup milk tablespoons butter melted teaspoon vanilla extract large egg ub teaspoon freshly grated nutmeg pound allpurpose flour tablespoons europeanstyle lowmoisture butter at room temperature divided
bread.pastries.doughnuts,airfried cinnamon and sugar doughnuts,3,prep minscook minstotal minsservings yield doughnuts,½ cup white sugar u½ tablespoons butter at room temperature large egg yolks u¼ cups allpurpose flour u½ teaspoons baking powder teaspoon salt ½ cup sour cream u cup white sugar teaspoon cinnamon tablespoons butter melted or as needed
bread.pastries.doughnuts,fluffy cake doughnuts,4,prep minscook minstotal minsservings yield doughnuts,cups allpurpose flour ¾ cup white sugar teaspoons baking powder ¼ teaspoon ground nutmeg ¼ teaspoon ground cinnamon teaspoon salt ¾ cup milk eggs beaten teaspoon vanilla extract tablespoon shortening cup confectioners sugar tablespoons hot water ½ teaspoon almond extract
bread.pastries.doughnuts,south african koeksisters,0,prep minscook minsadditional hrs minstotal hrs minsservings yield servings,cups white sugar cups water inchthick slices peeled fresh ginger ½ lemon zested in large strips teaspoon lemon juice cups cake flour tablespoon baking powder ¼ teaspoon salt tablespoons cold unsalted butter cut into chunks ½ cup milk cups oil or as needed
bread.pastries.doughnuts,chef johns apple fritters,0,prep minscook minsadditional minstotal minsservings yield small apple fritters,tablespoon butter large granny smith apples peeled cored and cut into inch dice tablespoon white sugar u¼ cups allpurpose flour u½ teaspoons baking powder ½ teaspoon kosher salt ½ teaspoon ground cinnamon ¼ teaspoon ground ginger ub teaspoon ground nutmeg large egg ¼ cup white sugar tablespoon melted butter ½ cup sparkling apple cider cups vegetable oil for frying ½ cup confectioners sugar or more as needed tablespoon sparkling apple cider or as needed to make glaze
bread.pastries.doughnuts,air fryer churros,3,prep minscook minsadditional minstotal minsservings yield churros,¼ cup butter ½ cup milk pinch salt ½ cup allpurpose flour eggs ¼ cup white sugar ½ teaspoon ground cinnamon
bread.pastries.doughnuts,baked doughnuts,3.5,prep minscook minstotal minsservings yield servings,cup white sugar teaspoons baking powder teaspoon baking soda teaspoon ground nutmeg ½ teaspoon ground cloves teaspoons ground cinnamon cups allpurpose flour cup buttermilk eggs tablespoon honey ½ cup butter melted
bread.pastries.doughnuts,costas french market doughnuts beignets,0,prep minscook minsadditional minstotal hr minsservings yield servings,½ cup water tablespoon yeast ¼ cup shortening ½ cup sugar teaspoon salt cup boiling water cup evaporated milk eggs beaten u½ cups flour quart vegetable oil for frying cup confectioners sugar for dusting
bread.pastries.doughnuts,malasadas,0,servings yield dozen,ounce package active dry yeast teaspoon white sugar ¼ cup warm water degrees f degrees c eggs cups allpurpose flour ½ cup white sugar ¼ cup butter melted cup evaporated milk cup water teaspoon salt quarts vegetable oil for frying cups white sugar
bread.pastries.doughnuts,oliebollen dutch doughnuts,4.5,prep hrscook minstotal hrs minsservings yield dozen,ounce cake compressed fresh yeast cup lukewarm milk u¼ cups allpurpose flour teaspoons salt egg ¾ cup dried currants ¾ cup raisins granny smith apple peeled cored and finely chopped quart vegetable oil for deepfrying cup confectioners sugar for dusting
bread.pastries.doughnuts,two ingredient pumpkin donuts,,prep minscook minsrest minstotal minsservings yield donuts,nonstick cooking spray ounce package spice cake mix ounce can pumpkin puree teaspoons pumpkin pie spice optional cup powdered sugar tablespoons almond milk ½ teaspoon pumpkin pie spice
bread.pastries.doughnuts,easy funnel cakes,0,prep minscook minstotal minsservings yield cakes,egg u cup milk ¼ teaspoon salt tablespoons white sugar uu cups sifted allpurpose flour ¾ teaspoon baking powder quart vegetable oil for frying ¼ cup confectioners sugar for dusting
bread.pastries.doughnuts,theras canadian fried dough,5,prep minscook minsadditional hr minstotal hrs minsservings yield pastries,½ cup warm water degrees f degrees c teaspoons active dry yeast pinch white sugar cup warm milk degrees f degrees c u cup white sugar u½ teaspoons salt teaspoon vanilla extract beaten eggs u cup vegetable oil cups wholewheat flour divided quart vegetable oil for frying cups white sugar ½ teaspoon ground cinnamon or to taste
bread.pastries.doughnuts,funnel cakes iv,0,prep minscook minstotal minsservings yield to cakes,½ teaspoon salt teaspoons baking powder uu cups allpurpose flour eggs ¼ cup white sugar cups milk quart vegetable oil for frying or as needed tablespoons confectioners sugar or as needed
bread.pastries.doughnuts,churros ii,0,prep minscook minsadditional hr minstotal hrs minsservings yield churros,quarts vegetable oil for frying cup water ½ cup margarine cup allpurpose flour ¼ teaspoon salt eggs ¼ cup white sugar ¼ teaspoon ground cinnamon
bread.pastries.doughnuts,rollkuchen mennonite fritters,0,prep minscook minstotal minsservings yield servings,eggs u½ cups allpurpose flour teaspoon salt cups canola oil for frying
bread.pastries.doughnuts,county fair style koolaid® drop doughnuts,0,prep minscook minstotal minsservings yield donuts,quarts vegetable oil for frying cups allpurpose flour cup white sugar tablespoon baking powder ½ teaspoon salt ½ ounce envelope unsweetened soft drink mix any flavor such as koolaid® cup milk eggs tablespoons melted butter teaspoon vanilla extract cup white sugar ½ ounce envelope unsweetened soft drink mix any flavor such as koolaid®
bread.pastries.doughnuts,easy baked doughnuts,3.5,prep minscook minstotal minsservings yield servings,cups baking mix such as bisquick ® u cup milk egg tablespoons white sugar ub teaspoon ground cinnamon ¼ cup butter melted ½ cup white sugar
bread.pastries.doughnuts,yeast doughnuts,3.5,prep minscook minsadditional hr minstotal hrs minsservings yield doughnuts,u½ cups allpurpose flour ounce packages active dry yeast ¾ cup milk ¾ cup white sugar ¼ cup butter ½ teaspoon salt eggs quarts oil for deep frying cup confectioners sugar for dusting
bread.pastries.doughnuts,bacon and egg doughnuts,0,prep minscook minsadditional hrtotal hr minsservings yield to small doughnuts,cup cold water tablespoons cold water ½ cup butter tablespoons white sugar ¼ teaspoon salt ub teaspoon freshly grated nutmeg cup allpurpose flour ½ teaspoon vanilla extract large eggs strips bacon sliced crosswise into inch pieces vegetable oil for deep frying ¼ cup maple syrup for serving ¼ teaspoon salt
bread.pastries.doughnuts,pineapple fritters,0,prep minscook minsadditional minstotal minsservings yield fritters,oil for frying ounce can crushed pineapple in juice drained and juice reserved cup selfrising flour ½ cup milk egg cups white sugar tablespoons confectioners sugar for dusting or as needed optional
bread.quick-bread.muffins,donut muffins,4.5,prep minscook minsadditional minstotal minsservings yield mini muffins,½ cup white sugar ¼ cup margarine melted ¾ teaspoon ground nutmeg ½ cup milk teaspoon baking powder cup allpurpose flour ¼ cup margarine melted ½ cup white sugar teaspoon ground cinnamon
bread.quick-bread.muffins,to die for blueberry muffins,0,prep minscook minstotal minsservings yield large muffins,u½ cups allpurpose flour ¾ cup white sugar teaspoons baking powder ½ teaspoon salt u cup vegetable oil egg u cup milk or more as needed cup fresh blueberries ½ cup white sugar u cup allpurpose flour ¼ cup butter cubed u½ teaspoons ground cinnamon
bread.quick-bread.muffins,best ever muffins,0,prep minscook minstotal minsservings yield dozen,cups allpurpose flour teaspoons baking powder ½ teaspoon salt ¾ cup white sugar egg cup milk ¼ cup vegetable oil
bread.quick-bread.muffins,basic corn muffins,0,prep minscook minstotal minsservings yield muffins,cup cornmeal cup allpurpose flour u cup white sugar teaspoons baking powder ½ teaspoon salt egg beaten ¼ cup canola oil cup milk
bread.quick-bread.muffins,banana crumb muffins,5,prep minscook minstotal minsservings yield muffins,u½ cups allpurpose flour teaspoon baking soda teaspoon baking powder ½ teaspoon salt bananas mashed ¾ cup white sugar u cup butter melted egg lightly beaten u cup packed brown sugar tablespoons allpurpose flour ub teaspoon ground cinnamon tablespoon butter
bread.quick-bread.muffins,moist chocolate muffins,4.5,prep minscook minsadditional minstotal minsservings yield dozen,cups allpurpose flour cup white sugar cup semisweet chocolate chips divided ½ cup unsweetened cocoa powder teaspoon baking soda cup plain yogurt ½ cup milk ½ cup vegetable oil large egg teaspoon vanilla extract
bread.quick-bread.muffins,toddler muffins,5,prep minscook minstotal minsservings yield mini muffins,½ cup butter softened ½ cup brown sugar or to taste large bananas mashed ounce jar baby food squash carrots grated eggs beaten cup allpurpose flour ½ cup oat bran teaspoon baking soda teaspoon pumpkin pie spice ½ teaspoon salt
bread.quick-bread.muffins,apple pie muffins,0,prep minscook minstotal minsservings yield muffins,u¼ cups allpurpose flour teaspoon baking soda ½ teaspoon salt egg cup buttermilk ½ cup butter melted teaspoon vanilla extract u½ cups packed brown sugar cups diced apples ½ cup packed brown sugar u cup allpurpose flour teaspoon ground cinnamon tablespoons butter melted
bread.quick-bread.muffins,chocolate chip muffins,4,servings yield dozen,cups allpurpose flour ½ cup white sugar teaspoons baking powder ½ teaspoon salt ¾ cup milk u cup vegetable oil egg ¾ cup mini semisweet chocolate chips tablespoons white sugar tablespoons brown sugar
bread.quick-bread.muffins,french breakfast puffs,0,prep minscook minstotal minsservings yield dozen,u½ cups allpurpose flour u½ teaspoons baking powder ½ teaspoon salt ¼ teaspoon nutmeg ½ cup white sugar u cup shortening egg ½ cup milk ½ cup white sugar teaspoon ground cinnamon tablespoons margarine melted
bread.quick-bread.muffins,easy morning glory muffins,5,prep minscook minstotal minsservings yield dozen,cups allpurpose flour u¼ cups white sugar teaspoons baking soda teaspoons ground cinnamon ¼ teaspoon salt cups shredded carrots ½ cup raisins ½ cup chopped walnuts ½ cup unsweetened flaked coconut apple peeled cored and shredded eggs cup vegetable oil teaspoons vanilla extract
bread.quick-bread.muffins,donut muffins,4.5,prep minscook minsadditional minstotal minsservings yield mini muffins,½ cup white sugar ¼ cup margarine melted ¾ teaspoon ground nutmeg ½ cup milk teaspoon baking powder cup allpurpose flour ¼ cup margarine melted ½ cup white sugar teaspoon ground cinnamon
bread.quick-bread.muffins,ultimate banana muffins,0,prep minscook minstotal minsservings yield muffins,u½ cups allpurpose flour teaspoon baking powder teaspoon baking soda teaspoon ground cinnamon ½ teaspoon salt pinch ground nutmeg bananas ripe or very ripe work best ½ cup white sugar u cup butter melted ¼ cup lightly packed brown sugar egg teaspoon vanilla extract ¼ cup chopped walnuts optional
bread.quick-bread.muffins,strawberry muffins,4,prep minscook minsadditional minstotal minsservings yield muffins,½ cup milk ¼ cup canola oil large egg u¾ cups allpurpose flour ½ cup white sugar teaspoons baking powder ½ teaspoon salt cup chopped strawberries
bread.quick-bread.muffins,berry lemon muffins,0,prep minscook minstotal minsservings yield muffins,½ cup almond breeze vanilla almondmilk cups blue diamond almond flour tablespoon baking powder lemon zested ½ teaspoon salt u cup vegan margarine softened u cup canola oil cup sugar teaspoon vanilla ½ cup blueberries ½ cup raspberries
bread.quick-bread.muffins,zucchinichocolate chip muffins,5,prep minscook minsadditional minstotal minsservings yield muffins,u½ cups allpurpose flour ¾ cup white sugar teaspoon baking soda teaspoon ground cinnamon ½ teaspoon salt egg lightly beaten ½ cup vegetable oil ¼ cup milk tablespoon lemon juice teaspoon vanilla extract cup shredded zucchini ½ cup miniature semisweet chocolate chips ½ cup chopped walnuts
bread.quick-bread.muffins,rhubarb muffins,0,prep minscook minstotal minsservings yield muffins,½ cup vanilla yogurt tablespoons butter melted tablespoons vegetable oil egg uu cups allpurpose flour ¾ cup brown sugar ½ teaspoon baking soda ¼ teaspoon salt cup diced rhubarb ¼ cup brown sugar ½ teaspoon ground cinnamon ¼ teaspoon ground nutmeg ¼ cup crushed sliced almonds teaspoons melted butter
bread.quick-bread.muffins,best of the best blueberry muffins,0,prep minscook minstotal minsservings yield muffins,½ cup unsalted butter u¼ cups white sugar ½ teaspoon salt eggs cups allpurpose flour divided teaspoons baking powder ½ cup buttermilk pint fresh blueberries rinsed drained and patted dry tablespoons white sugar
bread.quick-bread.muffins,easy mulberry muffins,4,prep minscook minsadditional minstotal hrservings yield muffins,cooking spray u¼ cups allpurpose flour ¾ cup white sugar or more to taste ¼ cup brown sugar u½ teaspoons baking powder ¾ teaspoon baking soda ½ teaspoon ground cinnamon pinch sea salt ¾ cup lowfat plain yogurt tablespoons milk large egg tablespoons applesauce ¾ teaspoon vanilla extract cup fresh mulberries
bread.quick-bread.muffins,chocolate banana muffins,4.5,prep minscook minstotal minsservings yield muffins,u½ cups allpurpose flour ¼ cup unsweetened cocoa powder u½ teaspoons baking powder ½ teaspoon baking soda ½ teaspoon salt ½ cup white sugar ½ cup canola oil ¼ cup milk egg teaspoon vanilla extract large very ripe bananas mashed ¾ mini semisweet chocolate chips
bread.quick-bread.muffins,easy oatmeal muffins,4,prep minscook minsadditional minstotal minsservings yield muffins,cup milk cup quick cooking oats egg ¼ cup vegetable oil cup allpurpose flour ¼ cup white sugar teaspoons baking powder ½ teaspoon salt
bread.quick-bread.muffins,vegan banana muffins,5,prep minscook minstotal minsservings yield dozen muffins,cups allpurpose flour cup white sugar ½ cup brown sugar teaspoons ground cinnamon teaspoons baking powder teaspoon baking soda teaspoon ground nutmeg teaspoon salt cups mashed ripe bananas cup canola oil cup coconut milk
bread.quick-bread.muffins,sarahs banana bread muffins,0,prep minscook minstotal minsservings yield muffins,cup white sugar ½ cup vegetable oil egg ripe bananas mashed ¼ cup chopped walnuts cups allpurpose flour teaspoon baking soda ½ teaspoon salt
bread.quick-bread.muffins,cheddar cheese muffins,4.5,prep minscook minstotal minsservings yield large muffins,cups allpurpose flour ½ cup white sugar tablespoon baking powder teaspoon salt ½ teaspoon baking soda u½ cups shredded cheddar cheese cup plain yogurt eggs beaten ¼ cup butter melted
bread.quick-bread.muffins,apple cinnamon zucchini muffins,0,prep minscook minstotal minsservings yield muffins,cooking spray u¼ cups white sugar u cup oil eggs tablespoon vanilla extract u¼ cups allpurpose flour u½ tablespoons ground cinnamon or more to taste ¾ teaspoon baking soda ¾ teaspoon baking powder cups shredded zucchini cup shredded apple
